loan_id,start_index,initial_price,final_price,initial_collateral,final_collateral,restoration_ratio,impermanent_loss_pct,total_sell_usd,total_buy_usd,total_debt_repaid_usd,protocol_profit_usd,final_debt_usd,min_hf,max_ltv,min_cr,max_bad_debt_usd,final_collateral_value_usd,sell_events,buy_events
0,53,98836.5185857442,94890.2941556366,1.3153033095476787,0.4640578710027483,0.35281434147864627,64.71856585213538,77474.88,3689.279999999999,73785.6,0.0,26214.4,1.0548612332633134,0.805793191745652,1.241013215603898,0.0,44034.58788468925,6,2
1,259,74198.9759676694,94890.2941556366,1.75204574328148,1.75204574328148,1.0,0.0,0.0,0.0,0.0,0.0,100000.0,1.0583916079759599,0.803105385184901,1.2451665976187762,0.0,166252.1359541106,0,0
2,262,76236.13218598267,94890.2941556366,1.7052281676994985,1.4262142001661564,0.8363773406876358,16.36226593123642,21000.0,1000.0000000000001,20000.0,-1.1368683772161603e-13,80000.0,1.0555031859214907,0.8053031116698343,1.2417684540252831,0.0,135333.88498271257,1,1
3,391,82782.363238251,94890.2941556366,1.570382807577681,0.779356777757857,0.4962845836041829,50.37154163958171,61992.0,2952.0,59040.0,0.0,40960.0,1.0594605205599845,0.802295114829505,1.246424141835276,0.0,73953.39389363215,4,1
4,462,71793.81832694597,94890.2941556366,1.8107408552639668,1.8107408552639668,1.0,0.0,0.0,0.0,0.0,0.0,100000.0,1.0938486810516443,0.7770727475602894,1.2868808012372286,0.0,171821.7323956268,0,0
